resume_text,job_description,match_score,match_label,match_label_lower,resume_len,jd_len
"Java developer with 3 years in backend development for enterprise applications. Comfortable with Spring ecosystem. Skills: Java, Spring Boot, Hibernate, MySQL, REST APIs, Maven, Git, JUnit, Docker, SOAP. Developer, EnterpriseSoft (2022-present): Built microservices for insurance platform, improved API latency by 22%. Junior Dev, CodeFactory (2021-2022): Developed CRUD services. Education: B.Tech CS, KIIT.","Senior Backend Engineer at a high-growth startup. Required skills: Go or Python, Kafka, PostgreSQL, Redis, Kubernetes, AWS, system design, high TPS. Responsibilities: architect backend services, design event pipelines, lead code reviews, mentor engineers. Preferred: 6+ years experience, experience with high TPS systems.",0.5,medium,medium,52,42
"Equity research analyst with 4 years covering FMCG and retail for a buy-side fund. Strong in financial modeling and sector analysis. Skills: Equity Research, Financial Modeling, DCF, Comparable Analysis, Excel, Bloomberg, CapIQ, Sector Analysis, Report Writing, CFA. Analyst, FundHouse (2021-present): Covered FMCG and retail, rated 5 stocks correctly. Intern, BrokerageFirm (2020-2021): Supported sector reports. Education: MBA Finance, IIM Bangalore, CFA Level II.","Investment Banking Associate at a bulge-bracket bank. Required skills: M&A analysis, LBO modeling, DCF, pitch book preparation, due diligence, client management, Bloomberg. Responsibilities: build financial models, prepare client presentations, support deal execution. Preferred: prior IB analyst experience, CFA or top MBA.",0.65,medium,medium,62,41
"Veterinarian with 8 years of experience in animal care, surgery, and clinical diagnosis. Dedicated to animal welfare. Skills: Animal Care, Surgery, Diagnosis, Vaccination, Medical Records, Communication, Lab Analysis, Client Counseling. Vet, PetCare (2018-present): Treated 40+ animals/day, managed clinic inventory. Junior Vet, CityClinic (2016-2018): General veterinary practice. Education: BVSc, IVRI Bareilly.","Software Engineer at an early-stage startup. Required skills: Python, FastAPI, PostgreSQL, Docker, AWS, REST APIs, system design. Responsibilities: build backend services, design APIs, manage deployments, participate in code reviews. Preferred: experience with event-driven architectures.",0.42,low,low,50,34
"Fashion designer with 6 years in apparel and accessory design. Creative with strong client management skills. Skills: Fashion Design, Sketching, Textiles, Pattern Making, Illustrator, Creativity, Trend Research, Client Relations. Designer, StyleHub (2019-present): Designed 3 commercial collections. Junior Designer, TrendWear (2018-2019): Assisted with seasonal lines. Education: B.Des Fashion, NIFT.","Data Scientist at a retail analytics company. Required skills: Python, machine learning, SQL, scikit-learn, A/B testing, feature engineering, statistics. Responsibilities: build models, run experiments, analyze customer data, collaborate with engineering. Preferred: retail domain experience.",0.08,low,low,48,34
"Civil engineer with 9 years in infrastructure project management and site execution. Strong delivery track record. Skills: AutoCAD, Construction, Project Management, Safety Compliance, Site Planning, BOQ, Tendering, Vendor Management. Engineer, BuildWorks (2016-present): Managed $30M infrastructure project on schedule. Junior Engineer, ConstructCo (2015-2016): Supervised site activities. Education: B.Tech Civil, NIT Trichy.","Product Manager at a B2C consumer tech company. Required skills: product strategy, agile, A/B testing, SQL, analytics, user research, roadmapping. Responsibilities: own product features, run experiments, collaborate with engineering and design. Preferred: mobile product or fintech experience.",0.09,low,low,50,37
"Chef with 12 years of experience in culinary arts and kitchen management for luxury hotels. Strong leadership and menu innovation skills. Skills: Cooking, Menu Planning, Food Safety, Kitchen Management, Team Leadership, Inventory, Plating, Pastry. Head Chef, GourmetKitchen (2014-present): Managed 20-person kitchen team, launched seasonal menu. Sous Chef, LuxuryDining (2012-2014): Supervised prep stations. Education: Culinary Diploma, IHM.","Cybersecurity Analyst at a healthcare company. Required skills: SIEM, Splunk, incident response, network security, Python, HIPAA compliance, vulnerability management. Responsibilities: monitor threats, respond to incidents, audit systems, ensure compliance. Preferred: healthcare background, HIPAA experience.",0.06,low,low,56,34
"Landscape architect with 9 years in urban planning and green space design. Strong portfolio of residential and commercial projects. Skills: Landscape Design, AutoCAD, SketchUp, Urban Planning, Project Management, GIS, Sustainability, Irrigation. Architect, GreenSpace (2018-present): Designed 30+ parks and rooftop gardens. Associate, UrbanForm (2015-2018): Assisted public space projects. Education: B.Arch Landscape, CEPT.","HR Manager at a tech startup. Required skills: talent acquisition, payroll, performance management, HRMS, employee relations, compensation. Responsibilities: manage end-to-end hiring, run reviews, oversee payroll, drive culture. Preferred: tech industry HR experience.",0.06,low,low,51,32
"Marine biologist with 7 years in coral reef ecology and conservation. Extensive field research experience. Skills: Marine Ecology, Field Research, GIS, R, Data Collection, Conservation Biology, Scientific Writing, Diving. Researcher, OceanInstitute (2018-present): Led 4 reef monitoring projects, published 5 papers. Field Biologist, CoralWatch (2017-2018): Underwater surveys. Education: M.Sc Marine Biology, IISER Pune.","Senior Business Analyst at a telecom company. Required skills@@: business analysis, SQL, requirements documentation, process improvement, Agile, stakeholder management, Tableau. Responsibilities: lead requirements workshops, analyze operational data, build dashboards, ensure business-IT alignment. Preferred!!: telecom domain, PMP or CBAP cert.",0.09,low,low,52,39
"Classical musician and vocal teacher with 15 years in Carnatic music. Expert in theory, composition, and student training. Skills: Carnatic Music, Vocal Training, Music Theory, Composition, Performance, Student Assessment, Stage Management. Teacher, RaagaAcademy (2015-present): Trained 100+ students, performed at 50+ events. Musician (2009-2015): National festival performances. Education: M.Music, Chennai Music College.","UI/UX Designer at a fintech company. Required skills: Figma, prototyping, interaction design, design systems, usability testing, user research, mobile design. Responsibilities: design product interfaces, maintain design system, run user research, present to stakeholders. Preferred: fintech product design experience.",0.05,low,low,51,38
"Event manager with 7 years planning large corporate events and exhibitions. Expert in vendor coordination and logistics. Skills: Event Planning, Vendor Management, Budgeting, Logistics, Client Management, Sponsorship, AV, Marketing. Manager, EventPro (2018-present): Managed 50+ events up to $500K budget. Executive, CelebrationsCo (2017-2018): Corporate dinners and conferences. Education: MBA Events Management, EMDI.","Senior DevOps Engineer at a cloud company. Required skills: AWS, Kubernetes, Terraform, Docker, CI/CD, monitoring, Python, infrastructure automation. Responsibilities: build cloud infra, automate releases, ensure reliability, guide engineering teams. Preferred: AWS certifications, SRE experience.",0.06,low,low,51,34
"Dentist with 8 years in general and cosmetic dentistry. Strong diagnostic and patient management skills. Skills: Dental Surgery, Cosmetic Dentistry, Patient Care, X-Ray Interpretation, Root Canal, Clinic Management, Infection Control. Dentist, SmileCare (2017-present): Managed practice with 30 patients/day. Associate, TeethFirst (2016-2017): General practice. Education: BDS, Maulana Azad Dental College.","Data Scientist at a health insurance company. Required skills: Python, machine learning, SQL, risk modeling, feature engineering, scikit-learn, statistics. Responsibilities: build claims fraud models, analyze policyholder data, collaborate with actuarial team. Preferred: health domain knowledge a plus.",0.13,low,low,49,37
"Product designer with 5 years designing B2B SaaS interfaces. Deep expertise in design systems and enterprise UX. Skills: Figma, Sketch, UX Research, Prototyping, Design Systems, Interaction Design, Usability Testing, Wireframing, Accessibility, User Flows. Designer, SaaSDesign (2021-present): Built design system adopted by 4 product teams, improved task completion rate by 28%. Junior Designer, ProductUI (2019-2021): Designed enterprise dashboard screens. Education: B.Des Communication Design, IDC IIT Bombay.","Senior Product Designer at an enterprise SaaS company. Required skills: Figma, UX research, prototyping, design systems, interaction design, usability testing, accessibility. Responsibilities: own product design, build and maintain design system, run research, collaborate with PMs and engineers. Preferred: enterprise B2B background.",0.92,low,low,65,41
"Growth product manager with 5 years leading user acquisition for consumer apps. Data-obsessed experimentation mindset. Skills: Growth Hacking, A/B Testing, SQL, Mixpanel, Amplitude, Funnel Analysis, Roadmapping, Agile, Retention Strategy, Cohort Analysis. PM, QuickApp (2021-present): Improved D7 retention from 27% to 42%, grew MAU 3x, ran 65+ experiments. APM, GrowthOS (2019-2021): Funnel optimization. Education: B.Tech Electrical, IIT Guwahati.","Growth Product Manager at a consumer fintech startup. Required skills: product management, A/B testing, SQL, Amplitude or Mixpanel, retention strategy, funnel analysis, agile. Responsibilities: own growth metrics, design experiments, optimize onboarding, collaborate with marketing and engineering. Preferred: fintech or payments experience.",0.9,high,high,57,41
"HR generalist with 3 years in recruitment and employee engagement. Good at process execution. Skills: Recruitment, Onboarding, HRMS, Employee Engagement, MIS, Excel, Policy Communication, Exit Management. Generalist, TechCo (2022-present): Hired 90 candidates in FY23, improved onboarding NPS. Intern, PeopleFirst (2021-2022): Assisted recruitment tasks. Education: MBA HR, Symbiosis.","HR Manager at a 500-person SaaS company. Required skills: HR strategy, payroll, performance management, talent management, employee relations, HRIS, compensation. Responsibilities: manage HR operations, drive engagement, partner with leadership, ensure compliance. Preferred: SaaS or tech company experience.",0.47,high,high,47,37
"  

Senior data analyst with 6 years of experience in financial analytics and reporting   for banking institutions. Strong in SQL and executive dashboards.   Skills: SQL, Python,   Tableau, Power BI, Excel, Financial Analytics, Banking, Data Modeling, Statistics, JIRA.

Analyst, BigBank (2020-present): Built C-suite dashboards reducing   reporting time by 50%, automated 30 MIS reports. Junior Analyst, FinanceHub (2019-2020): Supported data requests.   Education: B.Sc Statistics, Presidency University.

","Data Analyst at a financial services company. Required skills: SQL, Python, Tableau, Power BI, Excel, financial analytics, statistics, data modeling. Responsibilities: build dashboards, automate reports, support business decisions, collaborate with finance teams. Preferred: banking or NBFC background.",0.89,high,high,63,37
"Cybersecurity engineer with 5 years in penetration testing and red team operations. Certified OSCP. Skills: Penetration Testing, Burp Suite, Metasploit, Python, Network Security, OWASP, Web App Security, Report Writing, Nmap, Cloud Security. Pentester, RedTeamCo (2020-present): 120+ assessments for finance and health clients, discovered 4 critical CVEs. Junior Tester, SecAudit (2019-2020): Web app pen testing. Education: B.Tech CS, Manipal.","Security Engineer at a tech unicorn. Required skills: penetration testing,@@@ Burp Suite, Metasploit, Python!!, web application security, OWASP, network security, report writing. Responsibilities: run red team exercises, assess cloud infrastructure, coordinate remediations, build security tooling. Preferred: OSCP cert, AWS security experience.",0.88,high,high,58,41
"Sales development representative with 2 years in outbound prospecting for SaaS. High-energy and target-driven. Skills: Cold Calling, Email Prospecting, Salesforce, LinkedIn Sales Navigator, Lead Qualification, CRM, Demo Scheduling, Objection Handling. SDR, CloudSaaS (2023-present): Booked 32 demos/month, 22% above target. Intern, SalesFunnel (2022-2023): Marketing and sales alignment. Education: BBA, Mithibai Mumbai.","Regional Sales Manager at an enterprise HR tech company. Required skills: enterprise sales, team leadership, CRM, revenue forecasting, strategic accounts, executive engagement. Responsibilities: lead regional team of 10, own $15M annual target, build C-suite relationships. Preferred: 8+ years B2B sales experience.",0.42,medium,medium,50,41
"Backend developer with 4 years building APIs in Node.js for B2B platforms. Familiar with relational databases. Skills: Node.js, Express, PostgreSQL, REST APIs, JavaScript, Git, Docker, AWS, Redis, Mocha.","Full-Stack Engineer at a SaaS startup. Required skills: React, Node.js, TypeScript, PostgreSQL, Redis, Docker, AWS, GraphQL, CI/CD. Responsibilities: build full-stack features, own backend services, write tests. Preferred: GraphQL experience, startup background.",0.61,medium,medium,28,31
"Finance analyst with 4 years in FP&A and management reporting. Strong modeler with SAP experience. Skills: Financial Modeling, FP&A, Excel, SAP, Power BI, Budgeting, Forecasting, Variance Analysis, SQL, GAAP. Analyst, CorpFinance (2021-present): Built board pack models, supported annual budgeting. Junior Analyst, CFOTeam (2020-2021): Assisted monthly close. Education: MBA Finance, IIM Indore.","Senior Finance Manager at a PE-backed company. Required skills: FP&A, financial modeling, fundraising support, investor reporting, M&A analysis, Excel, GAAP, stakeholder management. Responsibilities: support CFO, build models, manage FP&A process, present to board and investors. Preferred: PE-backed or startup experience.",0.68,medium,medium,51,40
"QA automation engineer with 3 years testing mobile and web apps. Strong in Appium and API testing. Skills: Selenium, Appium, Java, TestNG, Postman, REST API Testing, Git, SQL, Manual Testing, Bug Reporting. Engineer, MobileQA (2022-present): Built mobile automation suite covering 70% regression. Intern, TestBase (2021-2022): Manual testing and bug reporting. Education: B.Tech IT, SRM University.","Senior QA Engineer at a fintech company. Required skills: Selenium, Java or Python, TestNG, API testing, CI/CD integration, performance testing. Responsibilities: design automation framework, drive QA strategy, ensure release quality. Preferred: fintech testing experience, ISTQB cert.",0.67,medium,medium,55,36
"Digital payments PM with 6 years launching payment products for fintech platforms. Expert in UPI and card integrations. Skills: Payments Product, UPI, Card Networks, Agile, SQL, API Product Management, Stakeholder Management, Roadmapping, Analytics, PCI-DSS. PM, PayFintech (2020-present): Launched UPI AutoPay with 2M users in 6 months, led card tokenization project. APM, BankTech (2018-2020): Digital banking product. Education: MBA Finance + Tech, IIT Delhi.","Senior Product Manager – Payments at a large e-commerce company. Required skills: payments product, UPI, card networks, API product management, Agile, SQL, analytics, compliance. Responsibilities: own payments checkout, integrate new payment methods, manage regulatory requirements, collaborate with banks. Preferred: PCI-DSS knowledge, UPI product experience.",0.93,high,high,63,44
"Talent acquisition specialist with 5 years in tech hiring for product and engineering. Expert in sourcing and employer branding. Skills: Technical Recruiting, LinkedIn Recruiter, ATS, Stakeholder Management, Sourcing, Employer Branding, Compensation Benchmarking, Data-Driven Hiring, Offer Management. Specialist, TechHire (2021-present): Filled 125 technical roles/year, reduced TTH by 38%. Recruiter, StaffingSolutions (2019-2021): Niche tech mandates. Education: MBA HR, XLRI.","Talent Acquisition Lead at a scaling tech startup. Required skills: technical recruiting, LinkedIn Recruiter, ATS, employer branding, sourcing, compensation benchmarking, data-driven hiring. Responsibilities: own end-to-end tech hiring, build pipelines, partner with hiring managers, drive TA metrics. Preferred: startup experience, prior TA leadership.",0.9,high,high,57,42
"Site reliability engineer with 6 years ensuring uptime of distributed systems. Strong in incident management and observability. Skills: Go, Python, Kubernetes, Prometheus, Grafana, PagerDuty, AWS, Terraform, SLO/SLI, Distributed Systems. SRE, TrafficPlatform (2020-present): Improved availability from 99.5% to 99.96%, reduced MTTD by 52%. Engineer, CloudRunners (2018-2020): Built monitoring stack. Education: B.Tech CS, IIIT Hyderabad.","Senior SRE at a fintech platform. Required skills: Go or Python, Kubernetes, Prometheus, Grafana, AWS, Terraform, incident management, SLO/SLI design. Responsibilities: own reliability of payment services, build observability tooling, lead incidents, define error budgets. Preferred: payments or financial systems experience.",0.93,high,high,53,40
"Procurement manager with 9 years in strategic sourcing and vendor management for IT categories. Strong negotiation and supplier relationship skills. Skills: Strategic Sourcing, Procurement, Vendor Management, Contract Negotiation, SAP Ariba, RFP/RFQ, Cost Reduction, Category Management. Manager, GlobalTech (2017-present): Saved $16M over 3 years, managed 200+ supplier panel. Buyer, ServicesCo (2015-2017): IT and facility procurement. Education: MBA SCM, IIM Kozhikode.","Strategic Procurement Lead at a Fortune 500 tech company. Required skills: strategic sourcing, vendor management, contract negotiation, SAP Ariba, category management, cost optimization, stakeholder management. Responsibilities: lead category strategy, manage vendor relationships, drive savings, negotiate enterprise agreements. Preferred: IT or tech services category experience.",0.9,high,high,59,44
"Brand manager with 7 years in FMCG brand strategy and new product launches. P&L ownership with consumer insights expertise. Skills: Brand Strategy, P&L Management, Consumer Research, Campaign Management, ATL/BTL, Agency Management, Pricing Strategy, Trade Marketing, Innovation. Manager, FastGoods (2019-present): Launched 3 SKUs generating $9M revenue, managed $5M marketing budget. ABM, ConsumerCo (2017-2019): Portfolio management. Education: MBA Marketing, IIM Calcutta.","Brand Manager at a leading FMCG company. Required skills: brand strategy, P&L management, consumer insights, campaign management, innovation, agency management, ATL/BTL. Responsibilities: develop brand strategy, manage portfolio, oversee campaigns, drive innovation pipeline. Preferred: FMCG background, digital marketing exposure.",0.91,high,high,59,38
"Healthcare data analyst with 5 years in clinical analytics and hospital reporting. Translates health data into operational insights. Skills: SQL, Python, Tableau, Power BI, Excel, Healthcare Analytics, EHR Systems, Statistics, Data Visualization, HL7. Analyst, MedAnalytics (2020-present): Built dashboards reducing reporting time by 65%, analyzed patient outcomes for 3 networks. Junior Analyst, HealthData (2019-2020): Supported clinical trial reporting. Education: M.Sc Health Informatics, AIIMS.","Healthcare Data Analyst at a hospital network. Required skills: SQL, Python, Tableau, Power BI, healthcare analytics, EHR systems, statistics, HL7. Responsibilities: build dashboards, analyze clinical data, support quality improvement, work with clinical and IT teams. Preferred: hospital operations background.",0.89,high,high,62,39
"iOS developer with 5 years building consumer apps in Swift for media platforms. Strong in UIKit and App Store delivery. Skills: Swift, Objective-C, UIKit, SwiftUI, Xcode, REST APIs, Firebase, Core Data, CI/CD, TestFlight. Senior iOS Dev, StreamApp (2021-present): Shipped 4 major releases, 4.7+ App Store rating. Dev, MediaLabs (2020-2021): Video streaming app features. Education: B.Tech CS, PESIT.","Senior iOS Engineer at a fintech startup. Required skills: Swift, UIKit or SwiftUI, Xcode, REST APIs, Core Data, Firebase, CI/CD, unit testing. Responsibilities: build iOS app for payments product, collaborate with design and backend, own feature delivery, mentor engineers. Preferred: biometric auth experience, fintech background.",0.87,high,high,57,45
"Supply chain analyst with 4 years in demand planning and inventory optimization for FMCG. Strong in data analysis and forecasting. Skills: Demand Planning, Inventory Management, SAP, Excel, SQL, Power BI, Forecasting, S&OP, Supplier Management. Analyst, FastFMCG (2021-present): Reduced inventory cost by 22%, improved forecast accuracy to 89%. Intern, GoodsFlow (2020-2021): Assisted S&OP cycle. Education: MBA Operations, MDI.","Supply Chain Manager at a large FMCG company. Required skills: demand planning, S&OP, inventory management, SAP, forecasting, team leadership, process improvement, supplier management. Responsibilities: lead planning team, own S&OP, manage suppliers, drive working capital optimization. Preferred: 6+ years supply chain, FMCG background.",0.78,high,high,57,42
"Compensation specialist with 6 years designing total rewards for large tech organizations. Expert in equity and benchmarking. Skills: Compensation Design, Benefits Administration, HRIS, Job Evaluation, Benchmarking, Equity Compensation, Excel, HR Analytics, Compliance. Specialist, TechGiant (2020-present): Redesigned global comp bands for 3000 employees, implemented equity refresh. Analyst, HRConsult (2018-2020): Compensation surveys. Education: MBA HR, XLRI.","Total Rewards Manager at a Series D global startup. Required skills: compensation design, benchmarking, equity compensation, HRIS, job evaluation, benefits, HR analytics, stakeholder management. Responsibilities: own global comp philosophy, manage salary review, design equity programs. Preferred: startup or hyper-growth experience.",0.91,high,high,54,40
"Business analyst with 5 years in process improvement and requirements gathering for banking clients. Strong business-technology bridge. Skills: Business Analysis, Requirements Gathering, SQL, Tableau, JIRA, Process Mapping, Stakeholder Management, Agile, UAT, Excel. BA, FinConsult (2020-present): Led digital transformation saving $2.5M, created 45+ BRDs. BA, InsureTech (2018-2020): Documented workflows. Education: B.Com, Symbiosis.","Senior Business Analyst at an insurance company. Required skills: business analysis, requirements gathering, SQL, process mapping, Agile, stakeholder management, Tableau, UAT. Responsibilities: gather requirements, conduct gap analyses, liaise with IT, create process maps, support UAT. Preferred: BFSI experience, CBAP cert.",0.9,high,high,51,40
"Environmental consultant with 8 years in EIA studies and sustainability reporting. Strong regulatory expertise. Skills: Environmental Impact Assessment, Sustainability Reporting, GIS, Regulatory Compliance, Site Audits, Report Writing, Carbon Footprint, ISO 14001. Consultant, GreenAdvisory (2018-present): Conducted EIAs for 25+ projects, managed ISO 14001 certs. Analyst, EcoConsult (2016-2018): Environmental surveys. Education: M.Sc Environmental Science, TERI.","ESG Analyst at an asset management firm. Required skills: ESG frameworks, GRI, TCFD, sustainability reporting, financial analysis, Excel, stakeholder engagement, ESG ratings. Responsibilities: analyze ESG of portfolio companies, produce sustainability reports, engage investee companies. Preferred: financial sector exposure, CFA ESG cert.",0.63,medium,medium,53,41
"Scrum master with 5 years facilitating agile delivery for product teams. Certified CSM with strong coaching skills. Skills: Scrum, Agile, JIRA, Sprint Planning, Retrospectives, Stakeholder Communication, Impediment Removal, Kanban, Release Management, Facilitation. Master, ProductAgile (2020-present): Improved team velocity 32%, coached 3 teams, reduced defect leakage 22%. Coach, DevHouse (2019-2020): Agile transformation. Education: B.Sc CS, Fergusson.","Senior Product Manager at a B2B SaaS company. Required skills: product strategy, agile, roadmapping, analytics, SQL, stakeholder management, user research, OKRs. Responsibilities: own product vision and roadmap, prioritize backlog, partner with design and engineering, present to executives. Preferred: 5+ years PM experience.",0.52,medium,medium,55,42
"Embedded systems engineer with 5 years in firmware for IoT devices. RTOS and ARM expert. Skills: C, C++, RTOS, ARM Cortex, Embedded Linux, I2C, SPI, UART, Firmware Development, Debugging. Engineer, IoTDev (2020-present): Firmware for 3 commercial IoT products, reduced power consumption 32%. Junior Engineer, HardwareLabs (2019-2020): Sensor module drivers. Education: B.Tech ECE, NIT Bhopal.","Backend Software Engineer at a cloud company. Required skills: Python, Django, PostgreSQL, Redis, Celery, Docker, AWS, microservices, REST APIs. Responsibilities: build backend services, design APIs, optimize database performance, participate in architecture reviews. Preferred: 4+ years, SaaS background.",0.4,medium,medium,54,37
"Physical therapist with 5 years in orthopedic rehabilitation. Strong in patient assessment and therapeutic exercise. Skills: Physical Therapy, Orthopedic Rehab, Patient Assessment, Exercise Prescription, Manual Therapy, EMR, Sports Injuries, CPR. Therapist, RehabCentre (2020-present): 30 patients/day, 91% recovery milestone rate. Junior PT, SportsCare (2019-2020): Athlete rehabilitation. Education: B.PT, Kasturba Medical College.","Healthcare Data Analyst. Required skills: SQL, Python, Tableau, EHR, clinical data, statistics. Responsibilities: analyze patient and operational data, build dashboards, support accreditation. Preferred: clinical background a plus.",0.53,medium,medium,50,27
"Digital marketing specialist with 3 years in SEO, content, and social media for B2B SaaS. Data-driven with strong copy skills. Skills: SEO, Content Marketing, HubSpot, Google Analytics, Social Media, Copywriting, Email Marketing, LinkedIn Ads, Keyword Research. Specialist, SaaSMarket (2022-present): Grew organic traffic 85%, managed LinkedIn campaigns. Intern, GrowthLab (2021-2022): Blog and email content. Education: BBA Marketing, Christ University.","Marketing Manager at a consumer D2C brand. Required skills: digital marketing, team leadership, Meta Ads, Google Ads, CRM, performance marketing, brand strategy, analytics. Responsibilities: lead team, manage paid budget, develop brand campaigns, drive customer acquisition. Preferred: D2C or FMCG background, $1M+ ad budget experience.",0.48,medium,medium,58,44
"Electrical engineer with 7 years in power systems and industrial plant maintenance. Expert in HT/LT and energy audits. Skills: Power Systems, HT/LT Design, AutoCAD Electrical, Energy Audit, PLC, SCADA, Circuit Design, Load Flow Analysis. Engineer, PowerIndustries (2018-present): Reduced energy consumption 19%, managed substation upgrades. Junior Engineer, ElectroCo (2017-2018): Installation and commissioning. Education: B.Tech Electrical, COEP.","Product Manager at a B2C fintech startup. Required skills: product management, Agile, roadmapping, SQL, analytics, user research, A/B testing. Responsibilities: define roadmap, collaborate with engineering and design, analyze user data, run experiments. Preferred: fintech or consumer app experience.",0.09,low,low,55,38
"Graphic designer with 5 years in brand identity and print design. Strong portfolio across startups and agencies. Skills: Adobe Illustrator, Photoshop, InDesign, Branding, Print Design, Typography, Logo Design, Client Presentations. Designer, BrandWorks (2020-present): Designed identities for 40+ brands. Junior Designer, CreativeCo (2019-2020): Packaging and collateral. Education: B.Des Graphic Design, Pearl Academy.","UI/UX Designer at a B2B SaaS company. Required skills: Figma, UX research, prototyping, interaction design, design systems, wireframing, usability testing. Responsibilities: design product interfaces, build design system, conduct user research, collaborate with PMs and engineers. Preferred: product design background.",0.55,medium,medium,51,39
"Radiologist with 10 years in diagnostic imaging and reporting. Expert in CT, MRI, and X-ray. Skills: Radiology, CT Scan, MRI, X-Ray, Ultrasound, PACS, Patient Communication, Report Writing, Medical Education, Diagnostic Imaging. Radiologist, MetroHospital (2016-present): Reported 50+ cases/day, trained 4 residents. Resident, MedCollege (2014-2016): Radiology rotations. Education: MD Radiology, AIIMS.","Healthcare Data Analyst at a hospital group. Required skills: SQL, Python, Tableau, EHR systems, healthcare analytics, reporting, statistics. Responsibilities: analyze clinical and operational data, build dashboards, support quality programs. Preferred: clinical background a plus, radiology data experience helpful.",0.6,medium,medium,49,38
"Social worker with 5 years in NGO program management and community development. Dedicated to underserved communities. Skills: Community Development, Program Management, Counseling, Grant Writing, Stakeholder Engagement, Volunteer Management, Fundraising, Field Surveys. Officer, HopeNGO (2020-present): Managed livelihood program for 2000 beneficiaries, secured $320K in grants. Field Worker, CareIndia (2019-2020): Health camps. Education: MSW, TISS.","Sales Manager at a B2B SaaS company. Required skills: SaaS sales, CRM, pipeline management, team leadership, revenue forecasting, negotiation, enterprise accounts. Responsibilities: lead inside and field sales team, hit quarterly targets, develop key accounts. Preferred: 6+ years sales, tech or SaaS background.",0.09,low,low,53,42
"Corporate lawyer with 6 years in M&A and regulatory compliance. Expert in commercial agreements and due diligence. Skills: M&A, Contract Drafting, Regulatory Compliance, Due Diligence, Corporate Law, SEBI, Litigation Support, Legal Research, Negotiation. Associate, LegalPartners (2019-present): Advised on 10 M&A deals worth $500M+. Junior Lawyer, CorporateLaw (2018-2019): Contract review. Education: LLB, NLS Bangalore.","Business Analyst at a legal tech startup. Required skills: business analysis, requirements gathering, process mapping, SQL, Agile, stakeholder management, legal domain knowledge. Responsibilities: translate legal workflows into software requirements, analyze processes, conduct user interviews. Preferred: legal domain experience strongly preferred.",0.63,medium,medium,53,40
"Junior finance analyst with 1.5 years in MIS reporting and month-end close support. Detail-oriented and organized. Skills: Excel, Tally, MIS Reporting, Budgeting Support, Reconciliation, PowerPoint, SAP Basics, Data Entry. Analyst, FinanceFirm (2023-present): Prepared MIS for 5 business units, assisted close. Intern, AuditCo (2022-2023): Audit procedures. Education: B.Com Hons, St. Xavier's.","Investment Banking Analyst at a mid-market advisory firm. Required skills: financial modeling, DCF, LBO, M&A analysis, Excel, PowerPoint, Bloomberg, CapIQ, pitch decks. Responsibilities: build models, support M&A transactions, prepare client presentations. Preferred: CA or top MBA, prior IB internship.",0.45,medium,medium,50,39
"Machine learning engineer with 4 years deploying NLP models at scale. Strong in transformer fine-tuning and MLOps. Skills: Python, HuggingFace, PyTorch, MLflow, Docker, Kubernetes, SQL, FastAPI, Airflow, Feature Stores. Engineer, LangAI (2021-present): Deployed named entity recognition system for legal documents with 93% F1, reduced inference time by 45%. Junior ML Engineer, TextBase (2020-2021): Fine-tuned BERT classifiers. Education: M.Tech AI, IIT Hyderabad.","ML Engineer at an AI SaaS company. Required skills: Python, HuggingFace, PyTorch, MLflow, Kubernetes, Docker, FastAPI, SQL. Responsibilities: build and deploy NLP models, maintain ML pipelines, collaborate with data scientists, optimize latency. Preferred: LLM fine-tuning experience, legal or enterprise AI background.",0.91,high,high,61,41
"Product manager with 5 years in consumer fintech and payments. Expert in UPI products and checkout optimization. Skills: Product Strategy, UPI, Payments, Agile, SQL, A/B Testing, Roadmapping, Stakeholder Management, Analytics, API Product Management. PM, FintechApp (2020-present): Grew payment success rate from 88% to 96%, launched BNPL feature with 500K adopters. APM, PayStart (2019-2020): Mobile checkout features. Education: MBA, IIM Bangalore.","Product Manager – Payments at a large fintech company. Required skills: payments product, UPI, Agile, SQL, A/B testing, analytics, stakeholder management, API product management. Responsibilities: own checkout experience, integrate payment methods, manage compliance, collaborate with partners. Preferred: UPI and BNPL experience.",0.91,high,high,60,41
"Digital marketing executive with 2 years in social media and basic SEO. Early career and learning fast. Skills: Social Media, Instagram, Content Writing, Canva, Basic SEO, Google Analytics, Excel, Email Marketing. Executive, StartupMark (2023-present): Managed Instagram account growing from 5K to 20K followers. Intern, DigitalAgency (2022-2023): Assisted content creation. Education: BBA Marketing, Amity.","Marketing Director at a SaaS company. Required skills: marketing strategy, demand generation, ABM, team leadership, brand management, analytics, budget management. Responsibilities: lead 15-person team, own pipeline contribution, develop GTM strategy. Preferred: 10+ years experience, prior Director role.",0.38,low,low,53,37
"Senior data analyst with 6 years in financial analytics and banking reporting. Strong SQL and BI skills. Skills: SQL, Python, Tableau, Power BI, Excel, Financial Analytics, Banking, Data Modeling, Statistics, JIRA. Analyst, BigBank (2020-present): Built C-suite dashboards cutting reporting time by 55%, automated 30 MIS reports. Junior Analyst, FinanceHub (2019-2020): Ad hoc data support. Education: B.Sc Statistics, Presidency University.","Data Analyst at a financial services firm. Required skills: SQL, Python, Tableau, Power BI, Excel, financial analytics, statistics, data modeling. Responsibilities: build dashboards, automate reports, support business decisions, collaborate with finance. Preferred: banking or NBFC background.",0.89,high,high,59,36
